"Time","cadvisor","dev-peer0.org1.example.com-basic_1.0-1f66cc610fb8ac88d69e78edc4c1cb09bac7c839fb5399009310ac8dfa703799","dev-peer0.org2.example.com-basic_1.0-1f66cc610fb8ac88d69e78edc4c1cb09bac7c839fb5399009310ac8dfa703799","grafana","orderer.example.com","orderer2.example.com","orderer3.example.com","orderer4.example.com","peer0.org1.example.com","peer0.org2.example.com","prometheus"
2026-07-29 03:34:30,0.801%,20.1%,22.7%,0.682%,17.6%,11.6%,10.9%,12.0%,106%,72.9%,0.234%
2026-07-29 03:34:45,0.779%,21.9%,22.8%,0.699%,18.0%,11.7%,11.1%,12.2%,108%,69.4%,0.238%
2026-07-29 03:35:00,0.792%,22.5%,23.5%,0.687%,18.4%,12.0%,11.3%,11.8%,110%,75.2%,0.242%
2026-07-29 03:35:15,0.775%,22.6%,23.5%,0.632%,18.7%,11.4%,11.1%,12.7%,112%,76.1%,0.233%
2026-07-29 03:35:30,0.787%,21.2%,24.0%,0.654%,19.2%,12.5%,11.6%,11.9%,113%,77.3%,0.242%
2026-07-29 03:35:45,0.776%,23.6%,24.0%,0.651%,19.6%,12.8%,11.9%,13.1%,115%,78.3%,0.220%
2026-07-29 03:36:00,0.767%,22.2%,24.5%,0.652%,19.8%,12.4%,12.2%,13.4%,117%,79.9%,0.218%
2026-07-29 03:36:15,0.760%,24.1%,24.7%,0.642%,20.0%,13.3%,12.4%,13.5%,118%,80.3%,0.212%
2026-07-29 03:36:30,0.777%,24.2%,24.6%,0.671%,20.3%,13.5%,12.5%,12.9%,119%,80.8%,0.211%
2026-07-29 03:36:45,0.768%,24.8%,24.9%,0.668%,20.9%,13.8%,12.5%,14.1%,121%,82.0%,0.209%
2026-07-29 03:37:00,0.748%,24.9%,25.1%,0.666%,20.9%,13.8%,13.0%,14.1%,123%,83.0%,0.218%
2026-07-29 03:37:15,0.740%,25.3%,24.8%,0.652%,21.6%,14.2%,13.2%,14.4%,124%,77.3%,0.219%
2026-07-29 03:37:30,0.741%,25.9%,24.8%,0.625%,21.6%,14.5%,13.7%,15.1%,125%,85.0%,0.215%
2026-07-29 03:37:45,0.733%,26.6%,25.4%,0.605%,22.6%,15.1%,14.0%,15.2%,131%,88.5%,0.203%
2026-07-29 03:38:00,0.711%,25.3%,26.0%,0.626%,21.6%,14.8%,13.5%,14.5%,125%,87.8%,0.195%
2026-07-29 03:38:15,0.717%,24.6%,24.7%,0.633%,20.5%,13.8%,12.7%,13.9%,120%,82.4%,0.202%
2026-07-29 03:38:30,0.727%,23.5%,22.3%,0.618%,19.6%,13.0%,11.9%,13.1%,115%,78.9%,0.200%
2026-07-29 03:38:45,0.728%,22.1%,21.2%,0.692%,18.6%,12.1%,11.3%,12.3%,107%,73.9%,0.209%
2026-07-29 03:39:00,0.723%,21.9%,21.0%,0.724%,17.2%,11.4%,10.8%,11.3%,106%,69.8%,0.196%
2026-07-29 03:39:15,0.713%,19.2%,18.4%,0.691%,16.7%,10.7%,9.83%,10.8%,98.1%,64.9%,0.226%
2026-07-29 03:39:30,0.722%,19.1%,17.4%,0.737%,14.7%,10.1%,9.06%,9.99%,91.0%,56.2%,0.226%
2026-07-29 03:39:45,0.716%,18.0%,15.6%,0.754%,13.4%,9.18%,8.31%,9.00%,83.6%,55.3%,0.213%
2026-07-29 03:40:00,0.708%,16.9%,15.2%,0.789%,12.5%,8.13%,7.57%,8.59%,77.0%,50.9%,0.205%
2026-07-29 03:40:15,0.734%,14.7%,13.1%,0.782%,11.3%,7.93%,7.57%,7.32%,69.2%,46.1%,0.222%
2026-07-29 03:40:30,0.699%,14.5%,12.1%,0.815%,10.3%,6.99%,6.44%,7.32%,66.2%,41.6%,0.219%
2026-07-29 03:40:45,0.725%,12.1%,10.2%,0.848%,8.22%,5.53%,5.71%,6.49%,59.8%,35.9%,0.221%
2026-07-29 03:41:00,0.769%,12.1%,8.85%,0.869%,8.13%,5.57%,4.98%,5.36%,54.8%,31.0%,0.230%
2026-07-29 03:41:15,0.752%,11.0%,8.46%,0.857%,7.18%,4.93%,3.98%,4.09%,48.5%,25.7%,0.229%
2026-07-29 03:41:30,0.778%,9.78%,6.06%,0.888%,6.19%,4.04%,3.75%,3.96%,42.9%,24.4%,0.232%
2026-07-29 03:41:45,0.787%,8.77%,5.81%,0.894%,4.81%,2.73%,2.66%,3.26%,36.9%,18.6%,0.219%
2026-07-29 03:42:00,0.793%,7.47%,3.30%,0.924%,3.78%,2.61%,1.87%,2.18%,28.8%,9.73%,0.219%
2026-07-29 03:42:15,0.790%,6.12%,1.07%,0.953%,2.47%,1.45%,1.24%,1.37%,21.6%,9.79%,0.220%
2026-07-29 03:42:30,0.812%,4.61%,1.03%,0.989%,1.40%,0.534%,0.413%,0.310%,16.5%,6.08%,0.223%
2026-07-29 03:42:45,0.821%,4.78%,0.00272%,0.989%,0.432%,0.232%,0.228%,0.223%,13.9%,1.65%,0.227%
2026-07-29 03:43:00,0.831%,4.80%,0.00295%,0.996%,0.433%,0.231%,0.228%,0.224%,13.9%,1.64%,0.243%
2026-07-29 03:43:15,0.828%,4.64%,0.00294%,0.971%,0.437%,0.233%,0.230%,0.226%,13.5%,1.59%,0.246%
2026-07-29 03:43:30,0.841%,5.13%,0.00280%,0.958%,0.414%,0.234%,0.227%,0.224%,15.0%,1.63%,0.245%
2026-07-29 03:43:45,0.850%,5.56%,0.00272%,0.941%,0.427%,0.232%,0.220%,0.216%,14.5%,1.63%,0.222%
2026-07-29 03:44:00,0.863%,6.45%,0.00414%,0.944%,0.426%,0.218%,0.231%,0.228%,17.1%,1.61%,0.229%
2026-07-29 03:44:15,0.864%,6.55%,0.00427%,0.919%,0.427%,0.231%,0.230%,0.226%,19.0%,1.59%,0.219%
2026-07-29 03:44:30,0.880%,7.31%,0.00435%,0.934%,0.425%,0.230%,0.219%,0.227%,18.3%,1.57%,0.227%
2026-07-29 03:44:45,0.877%,7.94%,0.00351%,0.915%,0.430%,0.215%,0.216%,0.222%,21.7%,1.54%,0.224%
2026-07-29 03:45:00,0.877%,7.72%,0.00349%,0.908%,0.431%,0.214%,0.214%,0.209%,24.0%,1.51%,0.232%
2026-07-29 03:45:15,0.854%,9.09%,0.00319%,0.896%,0.429%,0.212%,0.213%,0.221%,25.2%,1.50%,0.231%
2026-07-29 03:45:30,0.882%,9.72%,0.00323%,0.874%,0.400%,0.211%,0.213%,0.219%,26.5%,1.48%,0.230%
2026-07-29 03:45:45,0.859%,10.3%,0.00305%,0.864%,0.420%,0.203%,0.211%,0.218%,25.1%,1.46%,0.209%
2026-07-29 03:46:00,0.873%,11.0%,0.00437%,0.859%,0.419%,0.214%,0.212%,0.200%,29.2%,1.45%,0.224%
2026-07-29 03:46:15,0.829%,11.7%,0.00443%,0.835%,0.420%,0.213%,0.211%,0.222%,30.8%,1.43%,0.219%
2026-07-29 03:46:30,0.855%,12.3%,0.00453%,0.866%,0.421%,0.213%,0.210%,0.220%,32.4%,1.41%,0.227%
2026-07-29 03:46:45,0.879%,12.9%,0.00369%,0.849%,0.426%,0.202%,0.201%,0.210%,33.7%,1.36%,0.224%
2026-07-29 03:47:00,0.873%,12.8%,0.00376%,0.830%,0.425%,0.200%,0.200%,0.200%,35.1%,1.35%,0.234%
2026-07-29 03:47:15,0.870%,14.3%,0.00370%,0.810%,0.424%,0.199%,0.199%,0.208%,36.8%,1.32%,0.231%
2026-07-29 03:47:30,0.856%,14.4%,0.00354%,0.746%,0.419%,0.198%,0.198%,0.197%,38.3%,1.31%,0.226%
2026-07-29 03:47:45,0.844%,15.3%,0.00348%,0.798%,0.415%,0.196%,0.197%,0.206%,39.3%,1.28%,0.212%
2026-07-29 03:48:00,0.846%,16.0%,0.00444%,0.786%,0.408%,0.198%,0.196%,0.207%,41.2%,1.20%,0.208%
2026-07-29 03:48:15,0.854%,16.1%,0.00438%,0.773%,0.408%,0.187%,0.197%,0.207%,41.3%,1.19%,0.203%
2026-07-29 03:48:30,0.866%,15.5%,0.00464%,0.836%,0.411%,0.200%,0.194%,0.204%,38.0%,1.27%,0.206%
2026-07-29 03:48:45,0.859%,16.1%,0.00298%,0.776%,0.409%,0.190%,0.192%,0.203%,40.8%,1.26%,0.205%
2026-07-29 03:49:00,0.874%,16.6%,0.00292%,0.827%,0.407%,0.195%,0.191%,0.201%,41.6%,1.25%,0.214%
2026-07-29 03:49:15,0.842%,16.6%,0.00310%,0.794%,0.403%,0.194%,0.182%,0.199%,41.2%,1.24%,0.213%
2026-07-29 03:49:30,0.818%,17.5%,0.00295%,0.788%,0.395%,0.192%,0.189%,0.197%,44.0%,1.24%,0.208%
2026-07-29 03:49:45,0.859%,18.0%,0.00285%,0.790%,0.390%,0.190%,0.185%,0.195%,45.3%,1.23%,0.209%
2026-07-29 03:50:00,0.887%,17.2%,0.00370%,0.784%,0.386%,0.192%,0.187%,0.197%,43.8%,1.22%,0.204%
2026-07-29 03:50:15,0.886%,18.6%,0.00375%,0.766%,0.371%,0.192%,0.180%,0.195%,47.1%,1.21%,0.206%
2026-07-29 03:50:30,0.878%,19.1%,0.00377%,0.797%,0.380%,0.186%,0.185%,0.193%,49.0%,1.16%,0.200%
2026-07-29 03:50:45,0.882%,19.6%,0.00240%,0.786%,0.382%,0.186%,0.171%,0.179%,49.4%,1.18%,0.203%
2026-07-29 03:51:00,0.836%,20.1%,0.00244%,0.789%,0.363%,0.183%,0.178%,0.185%,50.7%,1.11%,0.211%
2026-07-29 03:51:15,0.870%,20.7%,0.00234%,0.745%,0.371%,0.177%,0.177%,0.183%,51.9%,1.17%,0.205%
2026-07-29 03:51:30,0.862%,21.0%,0.00229%,0.745%,0.362%,0.181%,0.175%,0.183%,53.0%,1.10%,0.208%
2026-07-29 03:51:45,0.873%,21.1%,0.00228%,0.733%,0.359%,0.180%,0.167%,0.174%,53.5%,1.15%,0.202%
2026-07-29 03:52:00,0.873%,22.0%,0.00291%,0.724%,0.355%,0.182%,0.176%,0.183%,54.8%,1.08%,0.194%
2026-07-29 03:52:15,0.881%,22.5%,0.00290%,0.671%,0.353%,0.181%,0.175%,0.175%,56.2%,1.14%,0.201%
2026-07-29 03:52:30,0.885%,23.0%,0.00295%,0.713%,0.351%,0.178%,0.155%,0.180%,57.3%,1.08%,0.202%
2026-07-29 03:52:45,0.877%,23.5%,0.00195%,0.719%,0.350%,0.172%,0.169%,0.175%,58.0%,1.12%,0.199%
2026-07-29 03:53:00,0.867%,23.9%,0.00207%,0.725%,0.348%,0.161%,0.168%,0.173%,59.2%,1.08%,0.211%
2026-07-29 03:53:15,0.853%,24.9%,0.00200%,0.664%,0.339%,0.161%,0.164%,0.164%,59.2%,1.07%,0.209%
2026-07-29 03:53:30,0.872%,24.0%,0.00202%,0.649%,0.320%,0.167%,0.163%,0.172%,61.4%,1.08%,0.186%
2026-07-29 03:53:45,0.866%,23.7%,0.00198%,0.689%,0.394%,0.192%,0.218%,0.330%,58.9%,1.90%,0.203%
2026-07-29 03:54:00,0.906%,22.6%,0.398%,0.698%,0.710%,0.413%,0.366%,0.494%,57.8%,2.92%,0.205%
2026-07-29 03:54:15,0.881%,21.6%,0.806%,0.698%,1.06%,0.631%,0.604%,0.764%,56.4%,4.45%,0.202%
2026-07-29 03:54:30,0.868%,20.5%,1.19%,0.694%,1.47%,0.851%,0.819%,0.773%,55.2%,5.59%,0.206%
2026-07-29 03:54:45,0.880%,18.6%,1.27%,0.669%,1.85%,1.13%,1.07%,1.18%,51.8%,6.60%,0.210%
2026-07-29 03:55:00,0.835%,18.6%,1.70%,0.750%,2.20%,1.36%,1.32%,1.43%,53.1%,7.89%,0.220%
2026-07-29 03:55:15,0.895%,17.6%,2.00%,0.722%,2.32%,1.55%,1.43%,1.63%,51.8%,9.46%,0.220%
2026-07-29 03:55:30,0.887%,17.1%,2.30%,0.732%,2.85%,1.83%,1.69%,1.82%,50.3%,9.46%,0.216%
2026-07-29 03:55:45,0.915%,15.4%,2.62%,0.743%,2.96%,1.93%,1.81%,2.04%,49.2%,11.1%,0.211%
2026-07-29 03:56:00,0.912%,15.1%,2.99%,0.728%,3.30%,2.12%,2.09%,2.28%,47.7%,10.8%,0.209%
2026-07-29 03:56:15,0.919%,13.6%,3.32%,0.759%,3.79%,2.12%,2.20%,2.27%,46.6%,14.0%,0.213%
2026-07-29 03:56:30,0.953%,12.7%,3.61%,0.812%,4.08%,2.55%,2.41%,2.62%,45.3%,14.6%,0.211%
2026-07-29 03:56:45,0.992%,11.7%,3.94%,0.812%,4.34%,2.77%,2.37%,2.65%,45.0%,16.1%,0.204%
2026-07-29 03:57:00,0.974%,10.9%,4.25%,0.796%,4.72%,2.82%,2.76%,3.01%,43.6%,17.1%,0.226%
2026-07-29 03:57:15,0.951%,9.76%,4.25%,0.820%,5.00%,3.25%,2.90%,3.24%,42.5%,18.4%,0.223%
2026-07-29 03:57:30,0.987%,8.57%,4.88%,0.782%,5.14%,3.49%,3.16%,3.47%,37.6%,19.4%,0.230%
2026-07-29 03:57:45,0.981%,7.42%,5.19%,0.832%,5.66%,3.71%,3.36%,3.66%,40.3%,20.5%,0.219%
2026-07-29 03:58:00,0.989%,6.72%,5.55%,0.832%,5.93%,3.71%,3.32%,3.95%,39.1%,22.1%,0.221%
2026-07-29 03:58:15,0.986%,6.39%,5.89%,0.829%,6.20%,4.06%,3.76%,4.20%,38.0%,23.4%,0.207%
2026-07-29 03:58:30,0.957%,6.39%,5.86%,0.856%,6.42%,4.22%,3.92%,4.22%,39.3%,24.0%,0.222%
2026-07-29 03:58:45,0.938%,6.23%,5.89%,0.864%,6.41%,4.23%,3.85%,4.11%,37.9%,24.0%,0.224%
2026-07-29 03:59:00,0.922%,6.66%,5.65%,0.859%,5.97%,4.23%,3.66%,4.37%,36.5%,23.4%,0.231%
2026-07-29 03:59:15,0.908%,6.68%,7.29%,0.817%,7.23%,4.00%,4.21%,4.66%,41.9%,28.2%,0.231%
2026-07-29 03:59:30,0.937%,7.62%,7.63%,0.830%,7.78%,4.86%,4.01%,5.05%,46.1%,28.4%,0.229%
2026-07-29 03:59:45,0.896%,8.28%,7.67%,0.810%,7.86%,5.15%,4.84%,5.41%,50.9%,33.0%,0.237%
2026-07-29 04:00:00,0.941%,9.19%,9.30%,0.817%,8.22%,5.57%,5.22%,5.30%,51.7%,33.7%,0.219%
2026-07-29 04:00:15,0.948%,9.68%,9.87%,0.799%,8.91%,5.98%,5.58%,5.97%,56.4%,36.9%,0.273%
2026-07-29 04:00:30,0.969%,10.5%,10.5%,0.750%,9.21%,6.36%,5.93%,6.35%,59.1%,39.0%,0.277%
2026-07-29 04:00:45,0.953%,10.9%,11.3%,0.786%,9.90%,6.67%,6.19%,6.86%,64.7%,42.7%,0.279%
2026-07-29 04:01:00,0.949%,11.4%,11.9%,0.807%,10.4%,7.20%,6.39%,6.79%,65.9%,44.4%,0.288%
2026-07-29 04:01:15,0.902%,11.9%,12.7%,0.752%,11.1%,7.20%,6.68%,7.26%,69.3%,46.9%,0.294%
2026-07-29 04:01:30,0.821%,12.6%,13.1%,0.755%,11.6%,7.65%,7.21%,7.83%,72.7%,49.0%,0.298%
2026-07-29 04:01:45,0.889%,13.3%,14.0%,0.745%,11.3%,7.57%,7.33%,8.09%,76.6%,48.0%,0.276%
2026-07-29 04:02:00,0.893%,13.9%,14.4%,0.741%,12.7%,8.32%,7.87%,8.45%,80.7%,53.3%,0.284%
2026-07-29 04:02:15,0.900%,14.6%,15.2%,0.696%,12.4%,8.60%,7.94%,8.84%,80.0%,55.9%,0.284%
2026-07-29 04:02:30,0.896%,15.1%,15.9%,0.720%,13.5%,9.02%,7.64%,9.25%,85.0%,58.4%,0.289%
2026-07-29 04:02:45,0.894%,15.7%,16.9%,0.725%,13.9%,9.43%,8.85%,9.61%,89.1%,60.8%,0.281%
2026-07-29 04:03:00,0.855%,16.1%,16.7%,0.721%,14.4%,9.50%,8.86%,9.97%,93.0%,63.3%,0.287%
2026-07-29 04:03:15,0.877%,17.0%,18.3%,0.678%,14.9%,9.83%,9.15%,10.2%,97.0%,67.2%,0.269%
2026-07-29 04:03:30,0.871%,16.6%,19.1%,0.642%,15.3%,10.1%,9.52%,10.7%,102%,70.5%,0.290%
2026-07-29 04:03:45,0.868%,17.9%,18.9%,0.665%,15.3%,10.5%,9.75%,10.8%,102%,70.5%,0.286%
2026-07-29 04:04:00,0.832%,16.7%,18.5%,0.654%,15.4%,10.4%,9.63%,10.1%,98.3%,69.0%,0.285%
2026-07-29 04:04:15,0.882%,17.9%,18.8%,0.670%,14.6%,10.4%,9.47%,10.5%,101%,65.8%,0.278%
2026-07-29 04:04:30,0.840%,18.1%,18.9%,0.710%,15.9%,10.7%,9.73%,10.8%,101%,69.6%,0.270%
2026-07-29 04:04:45,0.837%,18.4%,18.3%,0.724%,16.3%,10.9%,10.1%,10.7%,99.7%,68.2%,0.278%
2026-07-29 04:05:00,0.828%,18.8%,19.6%,0.702%,16.8%,11.1%,10.1%,11.3%,105%,71.7%,0.264%
2026-07-29 04:05:15,0.817%,18.9%,19.7%,0.653%,17.1%,10.6%,10.5%,11.6%,106%,72.5%,0.236%
2026-07-29 04:05:30,0.793%,19.4%,20.1%,0.671%,17.4%,11.5%,10.8%,11.8%,107%,73.5%,0.234%
2026-07-29 04:05:45,0.777%,18.7%,20.4%,0.662%,17.7%,10.9%,11.0%,11.4%,106%,74.3%,0.232%
2026-07-29 04:06:00,0.790%,19.8%,19.8%,0.655%,18.1%,12.0%,11.0%,12.3%,110%,76.0%,0.214%
2026-07-29 04:06:15,0.752%,20.2%,20.1%,0.661%,18.5%,12.2%,11.3%,12.4%,112%,76.7%,0.213%
2026-07-29 04:06:30,0.785%,20.6%,21.1%,0.662%,18.2%,12.6%,11.5%,12.6%,113%,75.0%,0.215%
2026-07-29 04:06:45,0.772%,20.9%,21.4%,0.668%,19.1%,12.2%,11.8%,12.8%,115%,78.7%,0.211%
2026-07-29 04:07:00,0.768%,21.2%,20.3%,0.670%,19.7%,13.1%,12.0%,13.2%,112%,79.1%,0.204%
2026-07-29 04:07:15,0.741%,21.5%,22.0%,0.656%,19.8%,13.2%,11.9%,13.4%,110%,80.2%,0.212%
2026-07-29 04:07:30,0.742%,21.8%,22.1%,0.641%,20.3%,12.7%,12.4%,13.6%,118%,81.0%,0.206%
2026-07-29 04:07:45,0.740%,22.1%,22.6%,0.632%,20.7%,13.7%,12.8%,13.9%,120%,82.5%,0.211%
2026-07-29 04:08:00,0.747%,21.3%,22.5%,0.634%,20.8%,14.0%,13.0%,14.2%,122%,80.8%,0.181%
2026-07-29 04:08:15,0.740%,22.0%,22.9%,0.632%,21.2%,14.4%,12.3%,14.2%,114%,83.9%,0.197%
2026-07-29 04:08:30,0.752%,22.7%,23.3%,0.630%,21.5%,14.9%,13.3%,14.4%,125%,84.5%,0.196%
2026-07-29 04:08:45,0.751%,23.9%,24.1%,0.576%,22.4%,14.9%,13.6%,14.6%,130%,87.3%,0.195%
2026-07-29 04:09:00,0.719%,22.8%,23.0%,0.631%,21.7%,15.1%,13.9%,15.1%,130%,85.2%,0.205%
