"Time","cadvisor","dev-peer0.org1.example.com-basic_1.0-1f66cc610fb8ac88d69e78edc4c1cb09bac7c839fb5399009310ac8dfa703799","dev-peer0.org2.example.com-basic_1.0-1f66cc610fb8ac88d69e78edc4c1cb09bac7c839fb5399009310ac8dfa703799","grafana","orderer.example.com","orderer2.example.com","orderer3.example.com","orderer4.example.com","peer0.org1.example.com","peer0.org2.example.com","prometheus"
2026-07-30 04:32:30,19.0 MiB,8.70 MiB,8.79 MiB,99.6 MiB,176 MiB,169 MiB,169 MiB,170 MiB,299 MiB,308 MiB,105 MiB
2026-07-30 04:32:45,18.3 MiB,8.70 MiB,8.79 MiB,99.5 MiB,177 MiB,170 MiB,171 MiB,172 MiB,303 MiB,308 MiB,87.8 MiB
2026-07-30 04:33:00,17.6 MiB,8.70 MiB,8.79 MiB,99.5 MiB,206 MiB,193 MiB,190 MiB,199 MiB,335 MiB,349 MiB,87.8 MiB
2026-07-30 04:33:15,17.5 MiB,8.70 MiB,8.79 MiB,99.5 MiB,206 MiB,193 MiB,190 MiB,199 MiB,458 MiB,416 MiB,91.5 MiB
2026-07-30 04:33:30,17.3 MiB,8.70 MiB,8.79 MiB,99.5 MiB,206 MiB,194 MiB,190 MiB,199 MiB,458 MiB,464 MiB,91.5 MiB
2026-07-30 04:33:45,17.8 MiB,9.18 MiB,11.2 MiB,99.4 MiB,207 MiB,194 MiB,190 MiB,199 MiB,463 MiB,469 MiB,94.7 MiB
2026-07-30 04:34:00,18.1 MiB,12.6 MiB,13.5 MiB,99.4 MiB,208 MiB,195 MiB,190 MiB,199 MiB,463 MiB,469 MiB,108 MiB
2026-07-30 04:34:15,17.4 MiB,12.6 MiB,16.1 MiB,99.4 MiB,212 MiB,202 MiB,201 MiB,206 MiB,401 MiB,403 MiB,108 MiB
2026-07-30 04:34:30,18.4 MiB,16.0 MiB,15.9 MiB,99.4 MiB,216 MiB,208 MiB,201 MiB,211 MiB,401 MiB,407 MiB,108 MiB
2026-07-30 04:34:45,17.6 MiB,15.7 MiB,15.9 MiB,99.4 MiB,226 MiB,215 MiB,213 MiB,220 MiB,414 MiB,419 MiB,108 MiB
2026-07-30 04:35:00,17.4 MiB,16.4 MiB,16.5 MiB,99.4 MiB,230 MiB,221 MiB,215 MiB,224 MiB,415 MiB,419 MiB,108 MiB
2026-07-30 04:35:15,17.4 MiB,16.2 MiB,16.1 MiB,99.4 MiB,235 MiB,229 MiB,222 MiB,231 MiB,416 MiB,423 MiB,108 MiB
2026-07-30 04:35:30,17.1 MiB,16.2 MiB,16.3 MiB,99.4 MiB,245 MiB,235 MiB,230 MiB,241 MiB,433 MiB,423 MiB,108 MiB
2026-07-30 04:35:45,18.0 MiB,15.9 MiB,16.4 MiB,99.4 MiB,250 MiB,235 MiB,230 MiB,241 MiB,440 MiB,442 MiB,109 MiB
2026-07-30 04:36:00,18.5 MiB,16.1 MiB,16.2 MiB,99.4 MiB,259 MiB,243 MiB,244 MiB,252 MiB,440 MiB,443 MiB,109 MiB
2026-07-30 04:36:15,18.5 MiB,16.1 MiB,16.4 MiB,99.4 MiB,264 MiB,251 MiB,248 MiB,258 MiB,445 MiB,447 MiB,109 MiB
2026-07-30 04:36:30,17.4 MiB,16.4 MiB,16.1 MiB,99.4 MiB,272 MiB,261 MiB,253 MiB,269 MiB,461 MiB,462 MiB,109 MiB
2026-07-30 04:36:45,17.4 MiB,16.5 MiB,16.5 MiB,99.3 MiB,276 MiB,269 MiB,264 MiB,270 MiB,467 MiB,470 MiB,109 MiB
2026-07-30 04:37:00,17.8 MiB,16.3 MiB,16.1 MiB,99.3 MiB,283 MiB,269 MiB,268 MiB,276 MiB,469 MiB,470 MiB,109 MiB
2026-07-30 04:37:15,17.8 MiB,16.3 MiB,16.1 MiB,99.3 MiB,294 MiB,277 MiB,276 MiB,282 MiB,478 MiB,475 MiB,111 MiB
