"Time","cadvisor","dev-peer0.org1.example.com-basic_1.0-1f66cc610fb8ac88d69e78edc4c1cb09bac7c839fb5399009310ac8dfa703799","dev-peer0.org2.example.com-basic_1.0-1f66cc610fb8ac88d69e78edc4c1cb09bac7c839fb5399009310ac8dfa703799","grafana","orderer.example.com","orderer2.example.com","orderer3.example.com","orderer4.example.com","peer0.org1.example.com","peer0.org2.example.com","prometheus"
2026-07-30 04:58:30,0.818%,12.9%,0.00578%,0.821%,0.403%,0.0537%,0.0620%,0.0528%,35.2%,1.33%,0.221%
2026-07-30 04:58:45,0.798%,13.4%,0.00405%,0.849%,0.417%,0.0533%,0.0486%,0.0527%,37.7%,1.37%,0.215%
2026-07-30 04:59:00,0.858%,14.1%,0.00416%,0.835%,0.411%,0.0537%,0.0481%,0.0529%,39.2%,1.34%,0.211%
2026-07-30 04:59:15,0.857%,15.2%,0.00394%,0.830%,0.390%,0.0532%,0.0480%,0.0522%,40.7%,1.32%,0.218%
2026-07-30 04:59:30,0.847%,15.2%,0.00396%,0.806%,0.401%,0.0523%,0.0472%,0.0494%,42.0%,1.29%,0.218%
2026-07-30 04:59:45,0.808%,16.0%,0.00390%,0.789%,0.392%,0.0557%,0.0432%,0.0512%,44.0%,1.21%,0.212%
2026-07-30 05:00:00,0.799%,16.5%,0.00502%,0.754%,0.365%,0.0553%,0.0482%,0.0570%,42.7%,1.26%,0.209%
2026-07-30 05:00:15,0.816%,16.5%,0.00509%,0.740%,0.401%,0.0557%,0.0480%,0.0582%,43.2%,1.29%,0.222%
2026-07-30 05:00:30,0.816%,16.1%,0.00509%,0.779%,0.402%,0.0508%,0.0435%,0.0524%,41.7%,1.28%,0.230%
2026-07-30 05:00:45,0.818%,16.6%,0.00345%,0.787%,0.393%,0.0512%,0.0433%,0.0530%,44.7%,1.27%,0.220%
2026-07-30 05:01:00,0.784%,17.3%,0.00349%,0.804%,0.391%,0.0511%,0.0433%,0.0521%,46.1%,1.26%,0.208%
2026-07-30 05:01:15,0.804%,17.4%,0.00335%,0.801%,0.359%,0.0482%,0.0434%,0.0524%,47.3%,1.25%,0.221%
2026-07-30 05:01:30,0.833%,17.5%,0.00334%,0.785%,0.388%,0.0501%,0.0424%,0.0523%,48.4%,1.25%,0.223%
2026-07-30 05:01:45,0.788%,18.5%,0.00432%,0.766%,0.384%,0.0490%,0.0432%,0.0567%,49.8%,1.24%,0.221%
2026-07-30 05:02:00,0.796%,19.0%,0.00425%,0.752%,0.387%,0.0471%,0.0458%,0.0564%,51.0%,1.23%,0.236%
2026-07-30 05:02:15,0.786%,19.6%,0.00453%,0.758%,0.384%,0.0535%,0.0439%,0.0573%,47.8%,1.18%,0.233%
2026-07-30 05:02:30,0.806%,19.8%,0.00268%,0.751%,0.374%,0.0471%,0.0401%,0.0490%,53.0%,1.21%,0.237%
2026-07-30 05:02:45,0.802%,20.4%,0.00261%,0.774%,0.370%,0.0464%,0.0404%,0.0485%,54.7%,1.13%,0.222%
2026-07-30 05:03:00,0.807%,20.6%,0.00260%,0.764%,0.371%,0.0467%,0.0407%,0.0485%,55.3%,1.19%,0.226%
2026-07-30 05:03:15,0.817%,21.1%,0.00273%,0.769%,0.368%,0.0460%,0.0407%,0.0482%,56.3%,1.14%,0.228%
2026-07-30 05:03:30,0.776%,21.2%,0.00269%,0.723%,0.365%,0.0466%,0.0403%,0.0483%,57.6%,1.18%,0.224%
2026-07-30 05:03:45,0.770%,21.2%,0.00263%,0.698%,0.369%,0.0455%,0.0401%,0.0458%,54.7%,1.17%,0.220%
2026-07-30 05:04:00,0.798%,22.4%,0.00332%,0.723%,0.365%,0.0496%,0.0434%,0.0513%,59.7%,1.16%,0.225%
2026-07-30 05:04:15,0.850%,22.5%,0.00348%,0.722%,0.363%,0.0491%,0.0426%,0.0512%,56.8%,1.16%,0.228%
2026-07-30 05:04:30,0.849%,23.3%,0.00212%,0.701%,0.361%,0.0442%,0.0384%,0.0493%,62.6%,1.15%,0.223%
2026-07-30 05:04:45,0.858%,23.8%,0.00212%,0.735%,0.335%,0.0444%,0.0399%,0.0434%,64.8%,1.13%,0.211%
2026-07-30 05:05:00,0.843%,25.0%,0.00226%,0.714%,0.347%,0.0435%,0.0391%,0.0428%,65.0%,1.11%,0.211%
2026-07-30 05:05:15,0.829%,25.0%,0.00225%,0.714%,0.341%,0.0434%,0.0389%,0.0425%,66.7%,1.08%,0.209%
2026-07-30 05:05:30,0.825%,23.8%,0.00217%,0.682%,0.910%,0.324%,0.198%,0.0405%,64.3%,1.68%,0.208%
2026-07-30 05:05:45,0.829%,22.7%,0.372%,0.716%,2.04%,1.37%,1.27%,1.23%,63.7%,3.77%,0.208%
2026-07-30 05:06:00,0.823%,20.9%,0.798%,0.722%,3.09%,2.51%,2.44%,1.27%,63.3%,5.12%,0.227%
2026-07-30 05:06:15,0.818%,20.8%,1.27%,0.739%,4.47%,3.62%,3.71%,4.17%,62.9%,6.34%,0.224%
2026-07-30 05:06:30,0.825%,20.7%,1.59%,0.736%,4.54%,4.93%,4.76%,5.71%,62.4%,8.16%,0.228%
2026-07-30 05:06:45,0.887%,19.3%,1.70%,0.714%,6.77%,6.33%,5.82%,5.75%,61.9%,10.1%,0.212%
2026-07-30 05:07:00,0.886%,17.9%,2.17%,0.779%,8.80%,7.37%,7.35%,8.68%,61.4%,10.1%,0.217%
2026-07-30 05:07:15,0.860%,16.1%,2.60%,0.783%,10.1%,8.32%,8.35%,9.72%,59.1%,12.8%,0.216%
2026-07-30 05:07:30,0.882%,16.7%,2.99%,0.758%,11.5%,8.60%,9.36%,11.2%,60.9%,15.0%,0.215%
2026-07-30 05:07:45,0.913%,15.7%,3.13%,0.777%,12.8%,10.4%,10.5%,12.7%,60.6%,16.7%,0.223%
2026-07-30 05:08:00,0.908%,14.7%,3.60%,0.773%,13.3%,11.8%,10.5%,14.2%,60.1%,16.7%,0.222%
2026-07-30 05:08:15,0.930%,13.7%,3.95%,0.793%,15.1%,13.4%,12.8%,16.1%,59.8%,20.0%,0.234%
2026-07-30 05:08:30,0.904%,12.2%,4.52%,0.795%,16.3%,13.9%,12.7%,16.6%,59.0%,22.2%,0.243%
2026-07-30 05:08:45,0.957%,11.9%,4.63%,0.837%,17.7%,15.3%,15.2%,16.5%,59.0%,22.6%,0.223%
2026-07-30 05:09:00,0.875%,10.9%,5.27%,0.851%,19.4%,16.6%,16.8%,19.6%,56.0%,25.3%,0.235%
2026-07-30 05:09:15,0.904%,9.45%,5.36%,0.865%,21.2%,17.7%,18.1%,20.9%,58.2%,26.8%,0.241%
2026-07-30 05:09:30,0.862%,8.71%,6.09%,0.836%,21.4%,18.9%,19.4%,23.7%,54.6%,28.4%,0.246%
2026-07-30 05:09:45,0.936%,7.61%,6.09%,0.852%,22.8%,19.9%,20.5%,23.7%,57.2%,30.2%,0.244%
2026-07-30 05:10:00,1.01%,6.85%,6.58%,0.853%,24.8%,21.0%,21.5%,26.1%,57.1%,31.8%,0.256%
2026-07-30 05:10:15,1.00%,7.09%,6.85%,0.851%,25.0%,22.3%,22.4%,26.0%,59.1%,33.4%,0.250%
2026-07-30 05:10:30,1.02%,7.08%,6.66%,0.843%,25.9%,21.8%,21.9%,26.8%,59.3%,33.1%,0.254%
2026-07-30 05:10:45,0.970%,6.90%,7.02%,0.888%,25.6%,21.9%,22.3%,25.5%,58.0%,32.9%,0.238%
2026-07-30 05:11:00,0.994%,7.70%,7.59%,0.849%,26.2%,22.7%,22.7%,27.8%,62.3%,35.4%,0.241%
2026-07-30 05:11:15,1.00%,8.31%,8.12%,0.879%,26.1%,22.8%,23.4%,28.6%,66.4%,37.3%,0.240%
2026-07-30 05:11:30,0.987%,7.98%,8.86%,0.809%,27.9%,24.0%,24.2%,28.9%,64.5%,39.5%,0.238%
2026-07-30 05:11:45,0.997%,9.23%,9.20%,0.837%,28.8%,24.1%,24.6%,29.0%,72.2%,40.3%,0.241%
2026-07-30 05:12:00,0.972%,9.92%,9.88%,0.829%,29.1%,24.8%,25.3%,31.4%,76.4%,43.7%,0.231%
2026-07-30 05:12:15,0.966%,9.38%,10.8%,0.822%,30.6%,25.6%,26.1%,32.7%,79.4%,46.1%,0.243%
2026-07-30 05:12:30,0.923%,11.1%,11.0%,0.812%,30.9%,26.3%,26.9%,34.0%,75.9%,45.5%,0.239%
2026-07-30 05:12:45,0.903%,11.6%,11.7%,0.850%,30.8%,27.0%,25.2%,35.0%,86.6%,48.1%,0.243%
2026-07-30 05:13:00,0.898%,12.3%,12.5%,0.833%,32.5%,27.8%,28.1%,36.3%,91.1%,46.3%,0.236%
2026-07-30 05:13:15,0.900%,12.8%,12.4%,0.834%,33.3%,28.5%,28.1%,37.2%,95.1%,53.0%,0.227%
2026-07-30 05:13:30,0.884%,13.4%,13.6%,0.778%,34.4%,29.1%,29.5%,37.4%,98.7%,54.5%,0.227%
2026-07-30 05:13:45,0.874%,14.0%,14.4%,0.774%,35.2%,29.6%,30.6%,39.3%,101%,57.4%,0.227%
2026-07-30 05:14:00,0.899%,14.9%,15.0%,0.768%,34.6%,30.2%,30.8%,37.7%,104%,55.5%,0.235%
2026-07-30 05:14:15,0.864%,15.2%,15.7%,0.734%,37.0%,29.0%,31.6%,41.3%,100.0%,61.9%,0.231%
2026-07-30 05:14:30,0.877%,16.1%,15.9%,0.753%,37.8%,31.7%,32.2%,43.2%,112%,63.6%,0.236%
2026-07-30 05:14:45,0.836%,16.3%,16.4%,0.777%,38.7%,32.4%,33.0%,43.5%,116%,65.6%,0.223%
2026-07-30 05:15:00,0.850%,16.8%,17.1%,0.758%,38.4%,32.7%,33.7%,45.3%,120%,68.5%,0.224%
2026-07-30 05:15:15,0.852%,17.6%,17.6%,0.753%,39.9%,33.2%,35.1%,46.3%,123%,70.9%,0.222%
2026-07-30 05:15:30,0.827%,18.2%,18.4%,0.711%,40.2%,34.7%,35.5%,47.7%,128%,72.9%,0.222%
2026-07-30 05:15:45,0.826%,17.7%,17.7%,0.726%,41.7%,34.0%,34.3%,44.8%,128%,71.3%,0.224%
2026-07-30 05:16:00,0.814%,17.9%,17.9%,0.717%,40.1%,33.6%,34.5%,46.5%,124%,70.9%,0.211%
2026-07-30 05:16:15,0.817%,17.6%,17.9%,0.674%,40.6%,34.0%,33.1%,46.8%,121%,71.3%,0.224%
2026-07-30 05:16:30,0.816%,17.7%,17.8%,0.708%,41.6%,34.5%,35.0%,47.2%,127%,71.5%,0.212%
2026-07-30 05:16:45,0.833%,17.8%,17.9%,0.733%,42.6%,34.6%,35.4%,48.1%,129%,72.3%,0.204%
2026-07-30 05:17:00,0.806%,17.4%,17.8%,0.721%,43.5%,35.3%,32.9%,48.7%,130%,67.0%,0.208%
2026-07-30 05:17:15,0.796%,17.4%,18.2%,0.718%,44.4%,35.5%,36.2%,49.3%,126%,73.8%,0.209%
2026-07-30 05:17:30,0.825%,18.3%,18.3%,0.677%,41.9%,33.5%,35.5%,49.9%,125%,69.0%,0.202%
2026-07-30 05:17:45,0.812%,18.3%,18.4%,0.680%,45.7%,36.2%,35.5%,50.7%,133%,75.4%,0.207%
2026-07-30 05:18:00,0.804%,18.8%,18.6%,0.667%,46.5%,37.0%,37.8%,51.3%,136%,76.4%,0.206%
2026-07-30 05:18:15,0.802%,18.7%,18.5%,0.667%,47.1%,37.3%,38.1%,51.7%,137%,76.7%,0.194%
2026-07-30 05:18:30,0.760%,18.7%,18.3%,0.657%,44.3%,37.7%,38.7%,52.5%,138%,77.1%,0.213%
2026-07-30 05:18:45,0.781%,19.0%,18.5%,0.670%,49.5%,38.3%,39.1%,51.8%,140%,77.8%,0.200%
2026-07-30 05:19:00,0.755%,19.0%,18.5%,0.656%,46.7%,37.6%,39.7%,53.8%,141%,78.9%,0.200%
2026-07-30 05:19:15,0.771%,19.4%,18.7%,0.678%,50.6%,39.2%,39.0%,54.6%,141%,80.1%,0.193%
2026-07-30 05:19:30,0.762%,19.3%,18.1%,0.642%,51.3%,39.6%,40.4%,55.1%,144%,76.8%,0.194%
2026-07-30 05:19:45,0.740%,18.7%,18.9%,0.643%,48.8%,40.0%,40.9%,56.1%,145%,81.4%,0.194%
2026-07-30 05:20:00,0.739%,19.6%,19.1%,0.633%,53.1%,40.6%,41.6%,54.9%,146%,81.7%,0.192%
2026-07-30 05:20:15,0.746%,20.1%,19.4%,0.598%,54.1%,41.1%,42.1%,56.9%,148%,82.8%,0.209%
2026-07-30 05:20:30,0.763%,19.9%,19.3%,0.615%,54.1%,42.2%,42.1%,57.7%,143%,85.4%,0.208%
2026-07-30 05:20:45,0.753%,20.8%,20.3%,0.624%,56.3%,42.9%,44.0%,60.0%,155%,86.8%,0.213%
