"Time","busy_dijkstra","cadvisor","dev-peer0.org1.example.com-basic_1.0-1f66cc610fb8ac88d69e78edc4c1cb09bac7c839fb5399009310ac8dfa703799","dev-peer0.org2.example.com-basic_1.0-1f66cc610fb8ac88d69e78edc4c1cb09bac7c839fb5399009310ac8dfa703799","grafana","hopeful_dubinsky","loving_gauss","magical_bhabha","orderer.example.com","orderer2.example.com","orderer3.example.com","orderer4.example.com","peer0.org1.example.com","peer0.org2.example.com","prometheus"
2026-07-29 00:00:00,,26.4 MiB,1.05 MiB,1.22 MiB,196 MiB,,,,240 MiB,240 MiB,241 MiB,239 MiB,64.0 MiB,70.2 MiB,60.1 MiB
2026-07-29 00:00:15,,26.4 MiB,1.05 MiB,1.22 MiB,196 MiB,,,,240 MiB,240 MiB,134 MiB,239 MiB,26.6 MiB,25.1 MiB,60.1 MiB
2026-07-29 00:00:30,,26.4 MiB,1.05 MiB,1.22 MiB,196 MiB,,,,87.4 MiB,93.3 MiB,134 MiB,93.7 MiB,34.5 MiB,36.1 MiB,60.2 MiB
2026-07-29 00:00:45,,26.4 MiB,1.05 MiB,1.22 MiB,196 MiB,,,,111 MiB,109 MiB,123 MiB,111 MiB,34.5 MiB,44.8 MiB,60.2 MiB
2026-07-29 00:01:00,,26.4 MiB,1.05 MiB,1.22 MiB,196 MiB,,,,137 MiB,143 MiB,123 MiB,111 MiB,50.2 MiB,54.1 MiB,60.2 MiB
2026-07-29 00:01:15,,26.4 MiB,1.05 MiB,1.22 MiB,196 MiB,,,,153 MiB,159 MiB,143 MiB,162 MiB,67.1 MiB,66.4 MiB,60.2 MiB
2026-07-29 00:01:30,,26.4 MiB,1.05 MiB,1.22 MiB,196 MiB,,,,153 MiB,172 MiB,164 MiB,181 MiB,76.1 MiB,76.6 MiB,60.2 MiB
2026-07-29 00:01:45,,26.4 MiB,1.05 MiB,1.22 MiB,196 MiB,,,,182 MiB,184 MiB,183 MiB,184 MiB,81.2 MiB,81.3 MiB,60.3 MiB
2026-07-29 00:02:00,,26.4 MiB,1.05 MiB,1.22 MiB,196 MiB,,,,200 MiB,199 MiB,186 MiB,184 MiB,92.0 MiB,95.9 MiB,60.3 MiB
2026-07-29 00:02:15,,26.4 MiB,1.05 MiB,1.22 MiB,196 MiB,,,,224 MiB,226 MiB,222 MiB,223 MiB,107 MiB,107 MiB,60.3 MiB
2026-07-29 00:02:30,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,205 MiB,209 MiB,222 MiB,201 MiB,107 MiB,131 MiB,60.3 MiB
2026-07-29 00:02:45,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,214 MiB,209 MiB,206 MiB,201 MiB,152 MiB,131 MiB,60.3 MiB
2026-07-29 00:03:00,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,188 MiB,199 MiB,210 MiB,190 MiB,167 MiB,167 MiB,60.3 MiB
2026-07-29 00:03:15,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,206 MiB,205 MiB,198 MiB,207 MiB,182 MiB,180 MiB,60.4 MiB
2026-07-29 00:03:30,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,178 MiB,205 MiB,183 MiB,187 MiB,197 MiB,192 MiB,60.4 MiB
2026-07-29 00:03:45,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,182 MiB,184 MiB,187 MiB,193 MiB,197 MiB,192 MiB,60.4 MiB
2026-07-29 00:04:00,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,166 MiB,193 MiB,176 MiB,177 MiB,222 MiB,232 MiB,60.4 MiB
2026-07-29 00:04:15,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,166 MiB,193 MiB,154 MiB,164 MiB,239 MiB,251 MiB,60.4 MiB
2026-07-29 00:04:30,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,152 MiB,162 MiB,154 MiB,156 MiB,263 MiB,251 MiB,60.4 MiB
2026-07-29 00:04:45,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,135 MiB,141 MiB,154 MiB,145 MiB,278 MiB,272 MiB,60.5 MiB
2026-07-29 00:05:00,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,129 MiB,149 MiB,141 MiB,145 MiB,300 MiB,295 MiB,60.5 MiB
2026-07-29 00:05:15,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,129 MiB,125 MiB,134 MiB,137 MiB,320 MiB,317 MiB,60.5 MiB
2026-07-29 00:05:30,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,118 MiB,123 MiB,125 MiB,128 MiB,336 MiB,333 MiB,60.5 MiB
2026-07-29 00:05:45,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,99.1 MiB,111 MiB,108 MiB,116 MiB,344 MiB,347 MiB,60.6 MiB
2026-07-29 00:06:00,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,94.7 MiB,110 MiB,97.3 MiB,102 MiB,365 MiB,347 MiB,60.6 MiB
2026-07-29 00:06:15,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,91.3 MiB,110 MiB,92.8 MiB,104 MiB,377 MiB,383 MiB,60.6 MiB
2026-07-29 00:06:30,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,76.8 MiB,87.2 MiB,92.8 MiB,94.1 MiB,377 MiB,405 MiB,60.6 MiB
2026-07-29 00:06:45,,26.4 MiB,1.18 MiB,1.22 MiB,196 MiB,,,,66.4 MiB,91.2 MiB,86.6 MiB,84.6 MiB,411 MiB,416 MiB,60.6 MiB
