"Time","cadvisor","dev-peer0.org1.example.com-basic_1.0-1f66cc610fb8ac88d69e78edc4c1cb09bac7c839fb5399009310ac8dfa703799","dev-peer0.org2.example.com-basic_1.0-1f66cc610fb8ac88d69e78edc4c1cb09bac7c839fb5399009310ac8dfa703799","grafana","orderer.example.com","orderer2.example.com","orderer3.example.com","orderer4.example.com","peer0.org1.example.com","peer0.org2.example.com","prometheus"
2026-07-29 06:03:00,0.804%,25.9%,26.2%,0.574%,22.3%,15.0%,14.0%,14.0%,137%,88.1%,0.288%
2026-07-29 06:03:15,0.771%,25.0%,25.4%,0.611%,22.3%,14.7%,13.7%,13.5%,133%,86.1%,0.288%
2026-07-29 06:03:30,0.819%,23.8%,24.0%,0.607%,20.1%,13.9%,13.1%,13.0%,125%,81.7%,0.289%
2026-07-29 06:03:45,0.770%,22.5%,22.6%,0.610%,20.0%,12.8%,12.3%,12.1%,125%,73.2%,0.280%
2026-07-29 06:04:00,0.779%,22.1%,20.2%,0.641%,17.9%,12.1%,11.6%,11.4%,113%,72.2%,0.283%
2026-07-29 06:04:15,0.781%,20.9%,20.1%,0.670%,16.9%,11.9%,10.6%,10.5%,106%,66.7%,0.282%
2026-07-29 06:04:30,0.789%,18.7%,18.9%,0.704%,16.1%,10.5%,9.64%,9.70%,93.8%,62.7%,0.299%
2026-07-29 06:04:45,0.789%,18.8%,16.7%,0.743%,14.9%,10.2%,9.17%,9.70%,93.8%,58.0%,0.297%
2026-07-29 06:05:00,0.773%,17.2%,15.6%,0.769%,13.5%,8.91%,8.49%,8.87%,86.8%,53.6%,0.226%
2026-07-29 06:05:15,0.758%,15.8%,13.5%,0.742%,12.8%,8.21%,7.89%,8.01%,79.0%,49.6%,0.237%
2026-07-29 06:05:30,0.783%,15.4%,12.8%,0.789%,10.5%,7.38%,7.20%,6.62%,75.2%,44.2%,0.225%
2026-07-29 06:05:45,0.775%,13.7%,11.5%,0.802%,10.2%,6.74%,6.20%,6.28%,70.9%,39.7%,0.237%
2026-07-29 06:06:00,0.772%,12.6%,9.57%,0.828%,9.03%,5.90%,5.60%,5.74%,63.2%,34.9%,0.240%
2026-07-29 06:06:15,0.773%,10.9%,7.67%,0.839%,6.83%,5.16%,4.94%,4.34%,51.7%,31.5%,0.237%
2026-07-29 06:06:30,0.766%,10.6%,7.33%,0.820%,6.70%,4.49%,4.04%,4.25%,50.1%,26.5%,0.244%
2026-07-29 06:06:45,0.816%,8.73%,5.57%,0.919%,5.57%,3.08%,3.27%,3.71%,43.8%,20.3%,0.246%
2026-07-29 06:07:00,0.821%,8.53%,4.14%,0.951%,4.71%,3.09%,2.50%,2.43%,35.9%,16.5%,0.233%
2026-07-29 06:07:15,0.791%,5.89%,2.77%,0.945%,2.28%,2.31%,1.54%,2.35%,30.2%,11.1%,0.220%
2026-07-29 06:07:30,0.799%,6.07%,0.895%,0.975%,2.26%,1.37%,1.49%,0.845%,23.0%,7.04%,0.243%
2026-07-29 06:07:45,0.809%,4.85%,0.848%,0.991%,0.472%,0.646%,0.716%,0.809%,17.3%,3.14%,0.241%
2026-07-29 06:08:00,0.822%,4.69%,0.00430%,0.988%,0.447%,0.221%,0.219%,0.211%,14.8%,1.60%,0.242%
2026-07-29 06:08:15,0.801%,4.76%,0.00448%,0.926%,0.444%,0.213%,0.219%,0.219%,14.9%,1.55%,0.249%
2026-07-29 06:08:30,0.845%,4.47%,0.00453%,0.988%,0.435%,0.222%,0.220%,0.222%,13.9%,1.62%,0.251%
2026-07-29 06:08:45,0.864%,5.03%,0.00436%,1.00%,0.444%,0.221%,0.221%,0.221%,16.3%,1.56%,0.242%
2026-07-29 06:09:00,0.866%,5.65%,0.00426%,0.993%,0.442%,0.220%,0.218%,0.210%,17.9%,1.59%,0.245%
2026-07-29 06:09:15,0.875%,5.38%,0.00477%,0.970%,0.441%,0.219%,0.221%,0.222%,19.7%,1.57%,0.225%
2026-07-29 06:09:30,0.884%,6.71%,0.00479%,0.937%,0.417%,0.213%,0.218%,0.220%,21.3%,1.55%,0.221%
2026-07-29 06:09:45,0.860%,7.36%,0.00499%,0.923%,0.428%,0.218%,0.217%,0.215%,21.7%,1.53%,0.219%
2026-07-29 06:10:00,0.893%,7.97%,0.00364%,0.880%,0.415%,0.209%,0.197%,0.206%,23.7%,1.50%,0.214%
2026-07-29 06:10:15,0.889%,7.60%,0.00345%,0.898%,0.412%,0.206%,0.205%,0.203%,25.0%,1.49%,0.210%
2026-07-29 06:10:30,0.909%,9.06%,0.00345%,0.908%,0.407%,0.203%,0.195%,0.201%,24.7%,1.47%,0.232%
2026-07-29 06:10:45,0.917%,10.0%,0.00339%,0.904%,0.403%,0.201%,0.202%,0.200%,27.9%,1.44%,0.230%
2026-07-29 06:11:00,0.923%,10.4%,0.00342%,0.897%,0.404%,0.198%,0.200%,0.199%,29.8%,1.37%,0.232%
2026-07-29 06:11:15,0.914%,10.8%,0.00431%,0.847%,0.399%,0.192%,0.202%,0.199%,32.0%,1.42%,0.222%
2026-07-29 06:11:30,0.923%,11.8%,0.00446%,0.847%,0.384%,0.201%,0.190%,0.188%,32.8%,1.40%,0.220%
2026-07-29 06:11:45,0.882%,12.3%,0.00442%,0.827%,0.395%,0.200%,0.191%,0.196%,34.6%,1.38%,0.230%
2026-07-29 06:12:00,0.886%,12.9%,0.00271%,0.825%,0.370%,0.186%,0.189%,0.187%,36.0%,1.36%,0.219%
2026-07-29 06:12:15,0.899%,13.5%,0.00223%,0.801%,0.364%,0.166%,0.188%,0.181%,37.6%,1.35%,0.218%
2026-07-29 06:12:30,0.919%,14.0%,0.00229%,0.830%,0.360%,0.182%,0.186%,0.183%,39.4%,1.33%,0.232%
2026-07-29 06:12:45,0.880%,14.7%,0.00232%,0.816%,0.344%,0.181%,0.184%,0.181%,40.7%,1.30%,0.235%
2026-07-29 06:13:00,0.914%,15.6%,0.00222%,0.765%,0.334%,0.179%,0.186%,0.184%,42.6%,1.27%,0.227%
2026-07-29 06:13:15,0.878%,15.6%,0.00355%,0.789%,0.350%,0.182%,0.183%,0.181%,44.6%,1.27%,0.217%
2026-07-29 06:13:30,0.879%,15.9%,0.00352%,0.727%,0.349%,0.179%,0.183%,0.180%,44.6%,1.27%,0.222%
2026-07-29 06:13:45,0.879%,15.4%,0.00352%,0.782%,0.334%,0.183%,0.187%,0.164%,42.5%,1.27%,0.224%
2026-07-29 06:14:00,0.892%,15.3%,0.00301%,0.778%,0.352%,0.180%,0.181%,0.178%,44.1%,1.26%,0.231%
2026-07-29 06:14:15,0.875%,14.9%,0.00307%,0.764%,0.351%,0.172%,0.180%,0.165%,45.1%,1.25%,0.238%
2026-07-29 06:14:30,0.871%,16.6%,0.00304%,0.798%,0.351%,0.177%,0.170%,0.176%,46.4%,1.18%,0.235%
2026-07-29 06:14:45,0.871%,15.6%,0.00306%,0.775%,0.337%,0.177%,0.179%,0.170%,47.4%,1.24%,0.239%
2026-07-29 06:15:00,0.845%,17.2%,0.00295%,0.798%,0.350%,0.177%,0.181%,0.175%,48.5%,1.17%,0.215%
2026-07-29 06:15:15,0.833%,18.1%,0.00413%,0.781%,0.356%,0.184%,0.181%,0.179%,48.6%,1.22%,0.225%
2026-07-29 06:15:30,0.831%,18.5%,0.00410%,0.764%,0.355%,0.184%,0.180%,0.170%,51.3%,1.21%,0.219%
2026-07-29 06:15:45,0.813%,17.2%,0.00407%,0.746%,0.337%,0.178%,0.178%,0.177%,49.6%,1.20%,0.220%
2026-07-29 06:16:00,0.823%,19.3%,0.00314%,0.753%,0.351%,0.170%,0.173%,0.167%,53.8%,1.14%,0.217%
2026-07-29 06:16:15,0.800%,19.9%,0.00314%,0.736%,0.350%,0.177%,0.167%,0.173%,55.0%,1.18%,0.209%
2026-07-29 06:16:30,0.803%,20.4%,0.00312%,0.759%,0.348%,0.175%,0.165%,0.171%,56.2%,1.16%,0.220%
2026-07-29 06:16:45,0.839%,21.0%,0.00305%,0.720%,0.330%,0.174%,0.170%,0.172%,57.2%,1.15%,0.219%
2026-07-29 06:17:00,0.833%,21.4%,0.00297%,0.777%,0.350%,0.168%,0.169%,0.170%,58.4%,1.15%,0.210%
2026-07-29 06:17:15,0.822%,21.9%,0.00398%,0.737%,0.351%,0.177%,0.162%,0.170%,59.7%,1.14%,0.221%
2026-07-29 06:17:30,0.830%,22.1%,0.00402%,0.737%,0.350%,0.177%,0.171%,0.174%,60.1%,1.13%,0.217%
2026-07-29 06:17:45,0.815%,22.4%,0.00404%,0.724%,0.344%,0.176%,0.165%,0.168%,61.1%,1.11%,0.221%
2026-07-29 06:18:00,0.815%,23.0%,0.00259%,0.722%,0.343%,0.170%,0.164%,0.163%,62.6%,1.11%,0.220%
2026-07-29 06:18:15,0.780%,23.5%,0.00268%,0.667%,0.343%,0.161%,0.159%,0.167%,63.7%,1.08%,0.221%
2026-07-29 06:18:30,0.809%,24.6%,0.00275%,0.723%,0.336%,0.165%,0.159%,0.164%,63.6%,1.06%,0.225%
2026-07-29 06:18:45,0.796%,24.3%,0.00268%,0.731%,0.340%,0.165%,0.162%,0.166%,65.1%,1.07%,0.225%
2026-07-29 06:19:00,0.794%,23.1%,0.00268%,0.713%,0.507%,0.169%,0.162%,0.279%,63.0%,1.54%,0.224%
2026-07-29 06:19:15,0.786%,22.2%,0.593%,0.724%,0.807%,0.425%,0.384%,0.505%,60.2%,1.46%,0.226%
2026-07-29 06:19:30,0.796%,21.0%,0.925%,0.735%,1.23%,0.634%,0.601%,0.506%,60.9%,3.86%,0.224%
2026-07-29 06:19:45,0.834%,20.2%,0.985%,0.732%,1.48%,0.896%,0.924%,0.814%,59.6%,5.45%,0.226%
2026-07-29 06:20:00,0.848%,19.8%,1.38%,0.748%,1.82%,1.10%,1.14%,1.02%,55.4%,6.59%,0.222%
2026-07-29 06:20:15,0.851%,18.6%,1.77%,0.751%,2.16%,1.09%,1.19%,1.27%,56.6%,8.15%,0.224%
2026-07-29 06:20:30,0.861%,16.2%,2.15%,0.797%,2.53%,1.57%,1.52%,1.46%,54.9%,9.41%,0.213%
2026-07-29 06:20:45,0.873%,16.9%,2.36%,0.810%,2.64%,1.67%,1.58%,1.44%,54.2%,10.9%,0.231%
2026-07-29 06:21:00,0.889%,15.2%,2.71%,0.823%,2.96%,1.94%,1.82%,1.88%,52.3%,11.6%,0.220%
2026-07-29 06:21:15,0.884%,14.8%,3.12%,0.804%,3.40%,2.14%,2.10%,2.07%,50.9%,12.2%,0.219%
2026-07-29 06:21:30,0.903%,13.6%,3.44%,0.800%,3.75%,2.45%,1.95%,2.32%,49.6%,14.1%,0.221%
2026-07-29 06:21:45,0.878%,12.3%,3.78%,0.794%,3.73%,2.73%,2.45%,2.40%,48.4%,15.4%,0.216%
2026-07-29 06:22:00,0.879%,11.7%,4.05%,0.800%,4.30%,2.81%,2.64%,2.79%,47.1%,16.6%,0.214%
2026-07-29 06:22:15,0.865%,10.5%,4.41%,0.769%,4.60%,3.18%,2.81%,2.83%,45.6%,17.6%,0.226%
2026-07-29 06:22:30,0.889%,9.18%,4.66%,0.824%,4.57%,3.22%,3.05%,3.06%,44.6%,17.9%,0.228%
2026-07-29 06:22:45,0.875%,8.75%,5.02%,0.857%,5.29%,3.48%,3.26%,3.23%,43.3%,20.1%,0.227%
2026-07-29 06:23:00,0.889%,7.94%,5.37%,0.867%,5.61%,3.70%,3.48%,3.47%,42.0%,21.5%,0.219%
2026-07-29 06:23:15,0.878%,6.89%,5.79%,0.846%,5.98%,3.86%,3.64%,3.69%,40.4%,22.5%,0.217%
2026-07-29 06:23:30,0.847%,6.15%,5.80%,0.846%,6.34%,4.21%,3.88%,3.88%,40.2%,23.7%,0.217%
2026-07-29 06:23:45,0.875%,6.32%,5.68%,0.843%,6.44%,4.21%,3.91%,3.97%,41.0%,24.3%,0.218%
2026-07-29 06:24:00,0.834%,6.18%,5.86%,0.843%,6.03%,4.08%,3.88%,3.90%,39.5%,23.3%,0.221%
2026-07-29 06:24:15,0.834%,6.60%,6.60%,0.843%,6.49%,4.08%,3.87%,4.04%,42.8%,26.3%,0.227%
2026-07-29 06:24:30,0.857%,7.36%,6.39%,0.844%,7.17%,4.52%,4.28%,3.83%,46.9%,28.3%,0.230%
2026-07-29 06:24:45,0.852%,7.87%,7.38%,0.856%,7.71%,4.88%,4.06%,4.58%,45.6%,30.4%,0.221%
2026-07-29 06:25:00,0.845%,8.52%,8.19%,0.852%,8.17%,5.12%,4.87%,4.96%,51.7%,32.4%,0.228%
2026-07-29 06:25:15,0.810%,9.06%,9.09%,0.802%,8.62%,5.61%,5.19%,5.21%,55.8%,35.4%,0.205%
2026-07-29 06:25:30,0.803%,9.82%,9.71%,0.804%,9.17%,5.90%,5.62%,5.47%,59.1%,37.4%,0.228%
2026-07-29 06:25:45,0.786%,9.82%,10.5%,0.790%,9.61%,6.27%,5.87%,5.91%,56.8%,40.2%,0.234%
2026-07-29 06:26:00,0.801%,10.9%,11.2%,0.785%,9.77%,6.60%,5.98%,6.28%,66.2%,42.8%,0.232%
2026-07-29 06:26:15,0.791%,11.1%,11.7%,0.765%,10.6%,7.11%,6.52%,6.53%,69.9%,41.4%,0.231%
2026-07-29 06:26:30,0.850%,11.8%,12.4%,0.803%,11.2%,7.31%,6.72%,6.86%,73.3%,46.5%,0.228%
2026-07-29 06:26:45,0.845%,12.8%,13.2%,0.794%,11.4%,7.67%,6.99%,7.20%,77.7%,48.8%,0.240%
2026-07-29 06:27:00,0.852%,13.3%,13.7%,0.736%,11.2%,8.08%,7.35%,7.69%,80.8%,51.2%,0.231%
2026-07-29 06:27:15,0.851%,13.9%,14.5%,0.778%,12.1%,8.45%,7.68%,7.81%,84.4%,52.7%,0.229%
2026-07-29 06:27:30,0.881%,14.4%,15.2%,0.751%,12.8%,8.17%,8.07%,8.18%,87.4%,55.5%,0.233%
2026-07-29 06:27:45,0.892%,15.1%,15.9%,0.738%,13.3%,9.06%,8.44%,7.94%,92.2%,59.4%,0.233%
2026-07-29 06:28:00,0.885%,15.7%,16.4%,0.704%,14.2%,9.51%,8.31%,9.08%,91.8%,61.4%,0.241%
2026-07-29 06:28:15,0.894%,16.2%,17.1%,0.717%,14.3%,9.84%,9.08%,9.08%,96.1%,64.2%,0.239%
2026-07-29 06:28:30,0.896%,16.3%,17.8%,0.709%,14.8%,10.2%,9.51%,9.35%,100%,67.3%,0.243%
2026-07-29 06:28:45,0.885%,17.8%,18.8%,0.722%,15.1%,10.7%,9.51%,9.78%,103%,67.4%,0.241%
2026-07-29 06:29:00,0.887%,18.1%,18.8%,0.713%,15.7%,10.7%,9.78%,10.0%,107%,69.6%,0.234%
2026-07-29 06:29:15,0.896%,16.8%,18.7%,0.721%,15.2%,10.3%,9.57%,9.51%,103%,66.4%,0.235%
2026-07-29 06:29:30,0.890%,17.8%,18.4%,0.692%,15.5%,9.76%,9.39%,9.80%,103%,67.8%,0.230%
2026-07-29 06:29:45,0.889%,17.9%,18.5%,0.688%,16.0%,10.6%,9.78%,9.94%,107%,69.2%,0.236%
2026-07-29 06:30:00,0.845%,18.4%,17.4%,0.688%,16.3%,11.0%,10.2%,10.2%,109%,66.3%,0.223%
2026-07-29 06:30:15,0.847%,18.6%,19.2%,0.674%,16.7%,11.2%,10.4%,10.4%,110%,71.0%,0.228%
2026-07-29 06:30:30,0.872%,18.9%,19.4%,0.653%,17.1%,11.5%,10.6%,9.84%,102%,72.1%,0.232%
2026-07-29 06:30:45,0.855%,19.2%,19.8%,0.688%,17.1%,11.7%,10.8%,10.8%,112%,73.3%,0.234%
2026-07-29 06:31:00,0.857%,19.5%,20.0%,0.697%,17.7%,12.0%,10.8%,10.2%,114%,74.5%,0.226%
2026-07-29 06:31:15,0.806%,20.0%,20.4%,0.642%,17.9%,12.1%,11.1%,11.3%,116%,71.7%,0.230%
2026-07-29 06:31:30,0.776%,20.2%,20.5%,0.650%,18.3%,12.3%,11.4%,11.5%,118%,75.6%,0.218%
2026-07-29 06:31:45,0.788%,20.8%,21.0%,0.635%,18.9%,12.5%,11.7%,11.8%,120%,76.9%,0.210%
2026-07-29 06:32:00,0.786%,20.6%,21.0%,0.634%,18.9%,12.7%,11.8%,12.0%,121%,73.0%,0.216%
2026-07-29 06:32:15,0.766%,21.1%,21.3%,0.624%,18.1%,13.1%,12.0%,12.1%,122%,78.7%,0.211%
2026-07-29 06:32:30,0.774%,20.5%,21.6%,0.649%,19.7%,13.2%,11.3%,12.4%,124%,79.8%,0.208%
2026-07-29 06:32:45,0.768%,21.8%,21.7%,0.638%,20.1%,12.7%,12.1%,12.4%,126%,75.9%,0.217%
2026-07-29 06:33:00,0.759%,21.9%,21.8%,0.642%,20.4%,13.6%,12.7%,12.8%,127%,81.7%,0.219%
2026-07-29 06:33:15,0.743%,21.4%,21.9%,0.631%,20.9%,13.9%,13.0%,12.9%,128%,82.6%,0.209%
2026-07-29 06:33:30,0.753%,22.4%,22.3%,0.610%,21.2%,14.1%,12.8%,13.1%,130%,83.5%,0.210%
2026-07-29 06:33:45,0.716%,22.7%,22.8%,0.575%,21.3%,14.4%,13.3%,13.3%,132%,84.7%,0.210%
2026-07-29 06:34:00,0.725%,23.7%,22.7%,0.588%,22.2%,14.9%,13.7%,13.4%,138%,88.2%,0.204%
2026-07-29 06:34:15,0.727%,23.7%,23.4%,0.585%,22.3%,15.0%,13.3%,13.9%,138%,88.2%,0.194%
