"Time","cadvisor","dev-peer0.org1.example.com-basic_1.0-1f66cc610fb8ac88d69e78edc4c1cb09bac7c839fb5399009310ac8dfa703799","dev-peer0.org2.example.com-basic_1.0-1f66cc610fb8ac88d69e78edc4c1cb09bac7c839fb5399009310ac8dfa703799","grafana","orderer.example.com","orderer2.example.com","orderer3.example.com","orderer4.example.com","peer0.org1.example.com","peer0.org2.example.com","prometheus"
2026-07-29 07:06:00,0.809%,22.7%,0.00305%,0.712%,0.344%,0.175%,0.169%,0.173%,60.8%,1.10%,0.214%
2026-07-29 07:06:15,0.858%,23.2%,0.00242%,0.673%,0.326%,0.160%,0.159%,0.179%,59.5%,1.09%,0.210%
2026-07-29 07:06:30,0.883%,23.7%,0.00229%,0.702%,0.330%,0.166%,0.165%,0.170%,63.7%,1.09%,0.211%
2026-07-29 07:06:45,0.893%,24.8%,0.00231%,0.716%,0.318%,0.151%,0.153%,0.160%,66.6%,1.05%,0.201%
2026-07-29 07:07:00,0.853%,23.7%,0.00234%,0.702%,0.318%,0.160%,0.158%,0.165%,66.6%,1.05%,0.216%
2026-07-29 07:07:15,0.870%,24.3%,0.00243%,0.643%,0.319%,0.161%,0.161%,0.167%,63.9%,1.34%,0.221%
2026-07-29 07:07:30,0.865%,23.1%,0.201%,0.695%,0.444%,0.268%,0.323%,0.412%,63.7%,1.28%,0.212%
2026-07-29 07:07:45,0.898%,21.9%,0.580%,0.705%,0.858%,0.534%,0.598%,0.418%,62.0%,2.80%,0.219%
2026-07-29 07:08:00,0.906%,21.3%,0.829%,0.707%,1.22%,0.870%,0.770%,0.713%,60.4%,4.20%,0.212%
2026-07-29 07:08:15,0.861%,20.1%,1.34%,0.706%,1.15%,1.08%,1.02%,1.15%,58.9%,5.53%,0.212%
2026-07-29 07:08:30,0.905%,19.0%,1.37%,0.747%,1.78%,1.13%,1.07%,1.20%,57.4%,6.74%,0.215%
2026-07-29 07:08:45,0.875%,18.2%,1.84%,0.756%,2.13%,1.43%,1.42%,1.51%,55.9%,8.22%,0.216%
2026-07-29 07:09:00,0.883%,17.0%,2.24%,0.760%,2.42%,1.67%,1.59%,1.76%,54.7%,9.40%,0.223%
2026-07-29 07:09:15,0.884%,16.3%,2.59%,0.764%,2.78%,1.90%,1.76%,2.06%,53.4%,9.88%,0.224%
2026-07-29 07:09:30,0.867%,14.9%,2.78%,0.746%,2.75%,2.16%,1.98%,2.28%,52.2%,11.1%,0.224%
2026-07-29 07:09:45,0.910%,14.4%,3.12%,0.751%,3.51%,2.37%,2.10%,2.50%,50.6%,12.8%,0.221%
2026-07-29 07:10:00,0.920%,13.4%,3.50%,0.734%,3.82%,2.54%,2.33%,2.80%,46.8%,14.0%,0.223%
2026-07-29 07:10:15,0.923%,12.7%,3.87%,0.757%,4.11%,2.63%,2.47%,2.89%,48.4%,15.0%,0.223%
2026-07-29 07:10:30,0.963%,11.4%,4.16%,0.777%,4.38%,3.05%,2.72%,2.94%,45.8%,16.3%,0.226%
2026-07-29 07:10:45,0.956%,10.3%,4.29%,0.798%,4.74%,3.21%,2.98%,3.39%,45.3%,16.5%,0.230%
2026-07-29 07:11:00,0.939%,9.47%,4.82%,0.775%,5.18%,3.60%,3.14%,3.56%,41.1%,19.0%,0.240%
2026-07-29 07:11:15,0.917%,8.52%,5.20%,0.803%,5.25%,3.68%,3.37%,3.82%,43.3%,20.0%,0.241%
2026-07-29 07:11:30,0.912%,7.66%,5.64%,0.800%,5.55%,3.98%,3.39%,4.07%,39.2%,20.4%,0.225%
2026-07-29 07:11:45,0.905%,6.46%,6.07%,0.806%,6.12%,4.16%,3.57%,3.99%,40.1%,22.8%,0.233%
2026-07-29 07:12:00,0.929%,6.47%,6.07%,0.775%,6.13%,4.37%,3.65%,4.53%,41.2%,22.9%,0.237%
2026-07-29 07:12:15,0.908%,6.58%,6.04%,0.800%,6.27%,4.45%,3.81%,4.57%,41.1%,23.4%,0.238%
2026-07-29 07:12:30,0.905%,6.34%,6.06%,0.827%,6.23%,4.30%,3.66%,4.44%,39.7%,23.0%,0.238%
2026-07-29 07:12:45,0.872%,6.98%,6.62%,0.818%,6.63%,4.64%,3.90%,4.80%,37.6%,26.0%,0.238%
2026-07-29 07:13:00,0.888%,7.82%,7.53%,0.817%,6.95%,5.10%,4.24%,5.16%,46.8%,28.1%,0.254%
2026-07-29 07:13:15,0.874%,7.57%,8.20%,0.806%,7.71%,4.74%,4.68%,5.63%,51.2%,30.2%,0.252%
2026-07-29 07:13:30,0.913%,8.60%,9.06%,0.756%,8.11%,5.70%,4.93%,5.43%,54.6%,33.1%,0.239%
2026-07-29 07:13:45,0.921%,9.59%,9.87%,0.760%,8.72%,6.04%,5.37%,6.33%,58.2%,33.8%,0.245%
2026-07-29 07:14:00,0.918%,10.3%,10.4%,0.755%,9.30%,6.46%,5.60%,6.27%,59.1%,36.9%,0.241%
2026-07-29 07:14:15,0.893%,10.8%,11.2%,0.732%,9.27%,6.86%,5.40%,6.93%,63.6%,39.3%,0.245%
2026-07-29 07:14:30,0.893%,11.6%,11.5%,0.748%,10.00%,7.30%,6.16%,7.51%,67.7%,40.4%,0.244%
2026-07-29 07:14:45,0.891%,12.4%,12.4%,0.756%,10.6%,7.67%,6.52%,7.83%,71.6%,42.9%,0.235%
2026-07-29 07:15:00,0.869%,12.5%,12.2%,0.712%,11.1%,7.43%,6.92%,8.21%,74.7%,45.4%,0.241%
2026-07-29 07:15:15,0.839%,13.4%,13.8%,0.743%,11.7%,8.37%,7.06%,8.68%,79.2%,44.5%,0.249%
2026-07-29 07:15:30,0.837%,14.3%,13.5%,0.723%,11.2%,8.53%,7.39%,8.82%,82.0%,50.4%,0.248%
2026-07-29 07:15:45,0.854%,14.7%,15.0%,0.711%,12.7%,9.13%,7.63%,9.33%,86.6%,53.0%,0.244%
2026-07-29 07:16:00,0.823%,15.6%,14.8%,0.704%,13.2%,9.49%,7.99%,9.52%,87.8%,55.5%,0.233%
2026-07-29 07:16:15,0.771%,15.9%,16.6%,0.690%,13.0%,9.96%,8.10%,9.93%,91.1%,59.2%,0.240%
2026-07-29 07:16:30,0.852%,16.7%,17.5%,0.709%,14.2%,9.85%,8.71%,10.2%,95.7%,59.4%,0.244%
2026-07-29 07:16:45,0.866%,16.6%,18.3%,0.716%,14.7%,10.5%,9.15%,10.2%,99.2%,62.1%,0.238%
2026-07-29 07:17:00,0.913%,18.2%,19.7%,0.717%,15.3%,11.0%,9.21%,11.0%,104%,64.8%,0.238%
2026-07-29 07:17:15,0.930%,19.0%,19.8%,0.681%,15.9%,11.0%,9.78%,11.1%,101%,67.8%,0.245%
2026-07-29 07:17:30,0.940%,18.9%,19.1%,0.694%,15.8%,11.4%,9.74%,11.5%,101%,66.4%,0.246%
2026-07-29 07:17:45,0.933%,18.1%,19.0%,0.704%,15.3%,11.1%,9.53%,11.2%,104%,65.9%,0.234%
2026-07-29 07:18:00,0.937%,17.1%,19.4%,0.698%,15.9%,10.8%,9.48%,11.3%,107%,66.8%,0.234%
2026-07-29 07:18:15,0.897%,18.8%,19.4%,0.683%,15.9%,11.5%,9.86%,11.6%,108%,67.0%,0.229%
2026-07-29 07:18:30,0.893%,18.9%,19.7%,0.703%,16.3%,11.8%,10.2%,11.9%,110%,65.8%,0.227%
2026-07-29 07:18:45,0.890%,19.4%,20.0%,0.711%,16.8%,12.0%,10.4%,12.1%,111%,69.1%,0.228%
2026-07-29 07:19:00,0.903%,19.8%,20.2%,0.679%,17.2%,12.3%,10.2%,12.4%,112%,70.1%,0.219%
2026-07-29 07:19:15,0.886%,20.0%,18.7%,0.680%,16.6%,11.7%,10.8%,12.6%,113%,68.8%,0.229%
2026-07-29 07:19:30,0.882%,20.3%,20.4%,0.683%,17.7%,12.8%,11.1%,12.9%,115%,71.8%,0.233%
2026-07-29 07:19:45,0.874%,20.7%,20.9%,0.667%,18.0%,13.1%,11.1%,13.1%,117%,72.6%,0.228%
2026-07-29 07:20:00,0.886%,20.6%,20.8%,0.675%,18.3%,13.3%,11.4%,12.6%,118%,71.1%,0.218%
2026-07-29 07:20:15,0.867%,20.9%,20.2%,0.667%,18.1%,13.1%,11.6%,13.6%,120%,74.2%,0.217%
2026-07-29 07:20:30,0.850%,20.2%,21.2%,0.677%,19.0%,13.8%,11.8%,13.8%,122%,75.1%,0.212%
2026-07-29 07:20:45,0.813%,21.4%,20.6%,0.656%,18.4%,14.1%,12.1%,14.0%,124%,75.3%,0.211%
2026-07-29 07:21:00,0.785%,21.7%,21.5%,0.646%,19.1%,14.3%,12.0%,14.3%,125%,76.4%,0.218%
2026-07-29 07:21:15,0.812%,21.9%,21.8%,0.629%,18.6%,14.6%,12.4%,14.5%,127%,72.1%,0.211%
2026-07-29 07:21:30,0.813%,21.6%,22.0%,0.640%,20.3%,14.7%,12.6%,14.9%,128%,78.4%,0.211%
2026-07-29 07:21:45,0.797%,22.3%,22.3%,0.635%,20.9%,14.9%,12.9%,14.2%,130%,79.2%,0.198%
2026-07-29 07:22:00,0.736%,22.7%,21.4%,0.625%,21.1%,15.4%,13.1%,15.4%,128%,80.0%,0.201%
2026-07-29 07:22:15,0.739%,22.6%,23.1%,0.585%,21.3%,14.5%,13.3%,15.4%,133%,79.1%,0.201%
2026-07-29 07:22:30,0.723%,23.8%,23.3%,0.601%,22.1%,16.0%,13.8%,15.3%,138%,83.7%,0.198%
